Date,Total_Nonfarm_employment,Trended_Empl,Empl_Gap,Empl_Gap_perc,Empl_util_perc,Pers_Cons_P,annual_infl,inflexp_1yr_mean,inflexp_1yr_median,fed_funds,one_year_ED,real_output_year_ahead,output_deflator_year_ahead,cpi_year_ahead,notes,real_gnp_gdp_nxtyr,gnp_gdp_deflat_nxtyr,cpi_nxtyr,int_shrtterm_nxtyr,unem_nxtyr,hous_starts_nxtyr
4/1/1987,101474,101936.4904,-462.490394,-0.004537,0.995463,63.784,3.789765,3.7,3,6.37,91.592381,2.9,4,4.4,M,2.4,3,3,5.7,6.8,1.75
5/1/1987,101701,102175.8335,-474.83352,-0.004647,0.995353,63.945,3.784916,4.7,3.4,6.85,90.8785,2.9,4,4.4,M,3,4.1,4.1,6.4,6.6,1.73
6/1/1987,101872,102415.6418,-543.64183,-0.005308,0.994692,64.136,3.687657,4.4,3.3,6.73,91.140455,2.6,4.3,4.7,M,2.9,4.1,4.1,6.3,6.5,1.7
7/1/1987,102218,102655.7229,-437.722869,-0.004264,0.995736,64.344,3.73547,4.2,3.1,6.58,91.170455,2.8,4.4,4.8,M,2.8,4.1,4.1,6.4,6.4,1.68
8/1/1987,102388,102895.8464,-507.84643,-0.004936,0.995064,64.588,3.839228,4.4,3.2,6.73,90.857143,2.8,4.4,4.9,M,2.9,4.2,4.2,6.4,6.2,1.66
9/1/1987,102617,103135.7519,-518.751907,-0.00503,0.99497,64.848,3.866483,4.2,3,7.22,90.215238,2.7,4.5,4.9,M,2.9,4.1,4.1,6.4,6,1.65
10/1/1987,103109,103375.1434,-266.143428,-0.002575,0.997425,65.107,3.913495,4.3,3.3,7.29,90.022273,2.6,4.5,5,M,2.8,4.2,4.2,6.8,6,1.59
11/1/1987,103340,103613.6891,-273.689096,-0.002641,0.997359,65.243,3.843828,3.8,3.2,6.69,90.7,2.5,4.2,4.5,M,1.9,3.6,3.6,6,6.2,1.55
12/1/1987,103634,103851.0385,-217.038532,-0.00209,0.99791,65.397,3.850918,3.9,3.1,6.77,90.676818,2.7,4,4.5,M,2,3.6,3.6,6,6.2,1.54
1/1/1988,103728,104086.8224,-358.82235,-0.003447,0.996553,65.735,3.928854,4.3,3.2,6.83,90.938,2.4,4.6,5.1,M,2.1,4.2,4.7,6.5,6.3,1.54
2/1/1988,104180,104320.6561,-140.656094,-0.001348,0.998652,65.885,3.924476,4.4,3.1,6.58,91.5405,2.3,4.3,4.9,M,2.1,4.3,4.6,6.4,6.2,1.52
3/1/1988,104456,104552.1304,-96.130388,-0.000919,0.999081,66.167,4.093448,4,3.2,6.58,91.367826,2.3,4.2,4.8,M,2.2,4.3,4.6,6.4,6.1,1.42
4/1/1988,104701,104780.8261,-79.826088,-0.000762,0.999238,66.477,4.222062,4.5,3.3,6.87,91.052,2.3,4.5,5.1,M,2.2,4.3,4.6,6.4,5.9,1.52
5/1/1988,104928,105006.3174,-78.317375,-0.000746,0.999254,66.7,4.30839,4.8,3.3,7.09,90.79,2.1,4.5,5.1,M,2.1,4.2,4.7,6.5,5.8,1.5
6/1/1988,105291,105228.1729,62.827112,0.000597,1.000597,66.985,4.442123,5.6,3.7,7.51,90.876818,2,4.4,5,M,2.1,4.2,4.8,6.7,5.6,1.47
7/1/1988,105514,105445.9558,68.044176,0.000645,1.000645,67.267,4.54277,5.6,4.6,7.75,90.7455,1.9,4.5,5.1,M,2.2,4.3,4.9,6.8,5.6,1.46
8/1/1988,105635,105659.2337,-24.233745,-0.000229,0.999771,67.433,4.404843,5.3,4.4,8.01,90.412609,1.7,4.6,5.1,M,2.3,4.3,4.9,7,5.5,1.45
9/1/1988,105975,105867.5789,107.421061,0.001015,1.001015,67.777,4.516716,5.5,3.9,8.19,90.627619,1.6,4.5,5.1,M,2.4,4.4,5,7.2,5.5,1.43
10/1/1988,106243,106070.562,172.437991,0.001626,1.001626,68.012,4.461886,5.1,3.9,8.3,90.88,1.6,4.4,5,M,2.5,4.4,4.9,7.2,5.5,1.44
11/1/1988,106582,106267.761,314.23898,0.002957,1.002957,68.19,4.51696,5.4,3.7,8.35,90.720952,1.7,4.3,4.8,M,2.5,4.2,4.7,7.1,5.5,1.44
12/1/1988,106871,106458.766,412.23399,0.003872,1.003872,68.429,4.636298,5,3.9,8.76,90.426667,1.6,4.4,4.9,M,2.6,4.4,4.7,7.4,5.5,1.43
1/1/1989,107133,106643.1888,489.81116,0.004593,1.004593,68.801,4.664182,5.1,3.5,9.12,90.355714,1.6,4.5,4.8,M,1.7,4.3,4.7,7.3,5.7,1.46
2/1/1989,107391,106820.67,570.330001,0.005339,1.005339,68.995,4.720346,4.8,4.1,9.36,90.313684,1.7,4.6,4.9,M,1.7,4.3,4.7,7.5,5.6,1.46
3/1/1989,107583,106990.884,592.116011,0.005534,1.005534,69.202,4.586879,5.6,3.7,9.85,90.243636,1.7,4.6,4.9,M,1.7,4.4,4.7,7.5,5.7,1.48
4/1/1989,107756,107153.5449,602.45508,0.005622,1.005622,69.422,4.430104,5,4.3,9.84,90.3345,1.8,4.6,4.9,M,1.6,4.5,4.8,7.5,5.7,1.47
5/1/1989,107874,107308.408,565.59198,0.005271,1.005271,69.614,4.368816,5.8,4.6,9.81,90.662727,1.8,4.5,4.9,M,1.5,4.5,4.8,7.5,5.7,1.46
6/1/1989,107991,107455.2704,535.729645,0.004986,1.004986,69.782,4.175562,5,3.8,9.53,91.237727,1.8,4.5,4.8,M,1.5,4.5,4.8,7.5,5.7,1.46
7/1/1989,108030,107593.9683,436.031733,0.004053,1.004053,69.948,3.98561,5.1,4.1,9.24,91.5895,2.4,4.4,4.7,M,1.5,4.5,4.7,7.3,5.7,1.45
8/1/1989,108077,107724.3753,352.624697,0.003273,1.003273,70.036,3.860128,4.7,3.5,8.99,91.33913,2.3,4.4,4.6,M,1.6,4.4,4.6,7.1,5.7,1.45
9/1/1989,108326,107846.3953,479.604711,0.004447,1.004447,70.277,3.688567,4.4,3.4,9.02,91.235,2.4,4.3,4.5,M,1.8,4.3,4.5,7.2,5.6,1.46
10/1/1989,108437,107959.9565,477.043462,0.004419,1.004419,70.533,3.706699,4.6,3.6,8.84,91.469545,2.4,4.2,4.5,M,1.8,4.2,4.4,7.3,5.6,1.45
11/1/1989,108714,108065.0207,648.979329,0.006005,1.006005,70.728,3.721953,4.7,3.5,8.55,91.610952,2.4,4.1,4.4,M,1.7,4,4.2,7.2,5.6,1.44
12/1/1989,108809,108161.5824,647.417564,0.005986,1.005986,70.938,3.666574,4.4,3.5,8.45,91.567,2.4,4,4.3,M,1.7,4,4.1,7.1,5.6,1.43
1/1/1990,109151,108249.6816,901.318352,0.008326,1.008326,71.224,3.521751,5.3,4.1,8.23,91.21,2.3,4.1,4.3,M,2.2,4,4.2,7.2,5.6,1.47
2/1/1990,109396,108329.4031,1066.596916,0.009846,1.009846,71.598,3.772737,5.1,4.1,8.24,90.974737,2.6,4.1,4.2,M,2.4,4,4.2,7.3,5.6,1.45
3/1/1990,109611,108400.8941,1210.105891,0.011163,1.011163,71.989,4.02734,4.9,3.7,8.28,90.804091,2.5,4.1,4.3,M,2.4,4,4.2,7.4,5.6,1.45
4/1/1990,109651,108464.3762,1186.623839,0.01094,1.01094,72.268,4.099565,4.4,3.6,8.26,90.668,2.3,4,4.3,M,2.3,4,4.2,7.4,5.5,1.44
5/1/1990,109800,108520.1547,1279.845289,0.011794,1.011794,72.538,4.200305,4.6,3.4,8.18,90.755909,2.4,4,4.3,M,2.3,4.1,4.2,7.6,5.5,1.41
6/1/1990,109817,108568.6176,1248.382366,0.011499,1.011499,72.839,4.380786,4.9,3.8,8.29,91.090476,2.4,4,4.3,M,2.3,4.1,4.3,7.5,5.5,1.41
7/1/1990,109775,108610.2417,1164.758314,0.010724,1.010724,73.011,4.378967,4.6,3.4,8.15,91.194286,2.4,3.9,4.2,M,2.2,4,4.2,7.4,5.5,1.38
8/1/1990,109567,108645.5903,921.409689,0.008481,1.008481,73.303,4.664744,6.1,4.6,8.13,91.131304,2.4,3.9,4.1,M,1.7,4.1,4.4,7.1,5.7,1.35
9/1/1990,109485,108675.3078,809.692155,0.007451,1.007451,73.552,4.660131,5.8,4.7,8.2,91.136842,2.1,3.9,4.2,M,1.2,4.4,4.8,7.1,5.9,1.29
10/1/1990,109324,108700.1026,623.897393,0.00574,1.00574,73.799,4.630457,6,4.8,8.11,91.208696,2.3,3.9,4,M,0.8,4.6,5.1,7,6.1,1.26
11/1/1990,109180,108720.7391,459.260855,0.004224,1.004224,73.9,4.484787,5.5,4.7,7.81,91.56,2.3,4,4.2,M,0.5,4.5,5.2,6.8,6.3,1.22
12/1/1990,109120,108738.0253,381.974665,0.003513,1.003513,74.032,4.361555,5.3,4.7,7.31,91.72,2.3,3.9,4.1,M,0.3,4.4,5.1,6.6,6.3,1.18
1/1/1991,109001,108752.8009,248.199056,0.002282,1.002282,74.445,4.522352,4.8,3.9,6.91,91.629545,2.5,3.9,4.1,M,2.5,3.7,4,6.5,6.3,1.34
2/1/1991,108695,108765.9323,-70.932267,-0.000652,0.999348,74.685,4.311573,4.6,3.4,6.25,91.867368,2.6,3.8,4,M,2.5,3.7,4,6.3,6.3,1.32
3/1/1991,108535,108778.3028,-243.302832,-0.002237,0.997763,74.864,3.993666,4.4,3.3,6.12,91.584,2.5,3.7,4,M,2.5,3.7,4,6.2,6.3,1.29
4/1/1991,108324,108790.7912,-466.791245,-0.004291,0.995709,75.019,3.806664,4.1,3.2,5.91,91.666818,2.7,3.6,3.9,M,2.6,3.7,4,6.2,6.4,1.29
5/1/1991,108196,108804.2592,-608.259214,-0.00559,0.99441,75.333,3.853153,4.4,3.1,5.78,91.821818,2.8,3.6,3.9,M,2.7,3.7,3.9,6.2,6.6,1.28
6/1/1991,108283,108819.536,-536.53603,-0.004931,0.995069,75.519,3.679348,4.7,3.3,5.9,91.6195,2.9,3.6,4,M,2.7,3.6,3.9,6.1,6.5,1.28
7/1/1991,108236,108837.4087,-601.408745,-0.005526,0.994474,75.779,3.79121,3.7,3.1,5.82,91.641364,2.7,3.6,4,M,2.7,3.6,3.8,6.1,6.5,1.28
8/1/1991,108251,108858.6272,-607.627152,-0.005582,0.994418,76.011,3.694255,4.2,3.2,5.66,92.217273,2.7,3.6,3.9,M,2.7,3.6,3.8,6,6.5,1.27
9/1/1991,108286,108883.8993,-597.899279,-0.005491,0.994509,76.33,3.77692,3.6,3,5.45,92.504,2.7,3.5,3.8,M,2.7,3.5,3.7,5.8,6.5,1.26
10/1/1991,108298,108913.891,-615.890957,-0.005655,0.994345,76.506,3.668071,4.6,3.2,5.21,92.772609,2.6,3.5,3.7,M,2.7,3.5,3.6,5.5,6.6,1.26
11/1/1991,108240,108949.2265,-709.226496,-0.00651,0.99349,76.677,3.757781,4.5,2.9,4.81,93.1885,2.7,3.5,3.8,M,2.4,3.2,3.5,5.1,6.6,1.22
12/1/1991,108263,108990.4874,-727.487439,-0.006675,0.993325,76.912,3.89021,3.6,2.7,4.43,93.48619,2.9,3.3,3.7,M,2.2,3.2,3.4,5,6.7,1.22
1/1/1992,108312,109038.2061,-726.206072,-0.00666,0.99334,77.189,3.685943,3.1,2.7,4.03,93.147273,3,3.3,3.6,GDP,3.1,3.3,3.7,5,6.3,1.33
2/1/1992,108246,109092.8642,-846.864166,-0.007763,0.992237,77.439,3.687487,3.3,2.6,4.06,92.742632,3.2,3.3,3.6,M,3.2,3.2,3.7,5,6.4,1.35
3/1/1992,108296,109154.8931,-858.893057,-0.007869,0.992131,77.651,3.722751,3,2.6,3.98,92.391364,3.2,3.2,3.6,M,3.1,3.1,3.6,4.9,6.5,1.35
4/1/1992,108454,109224.6653,-770.665274,-0.007056,0.992944,77.899,3.839027,3.5,3,3.73,92.804762,2.9,3.3,3.6,M,3.1,3.1,3.6,5,6.5,1.36
5/1/1992,108580,109302.4937,-722.493699,-0.00661,0.99339,78.012,3.55621,3.2,2.9,3.82,93.1795,3,3.3,3.7,M,3.1,3.2,3.6,4.9,6.6,1.38
6/1/1992,108640,109388.6377,-748.637695,-0.006844,0.993156,78.083,3.395172,4,3.1,3.76,93.397273,2.9,3.3,3.6,M,3.1,3.1,3.6,4.7,6.6,1.37
7/1/1992,108711,109483.3065,-772.306455,-0.007054,0.992946,78.392,3.448185,3.8,2.7,3.25,94.089091,2.9,3.3,3.7,M,3,3.1,3.5,4.4,6.7,1.36
8/1/1992,108852,109586.6572,-734.657179,-0.006704,0.993296,78.464,3.227164,3.9,2.8,3.3,94.394762,3,3.3,3.6,M,2.9,3,3.4,4,7,1.35
9/1/1992,108887,109698.7934,-811.793438,-0.0074,0.9926,78.574,2.939866,4,3,3.22,94.544762,3,3.1,3.4,M,2.8,2.9,3.3,3.9,7.1,1.34
10/1/1992,109064,109819.7678,-755.767784,-0.006882,0.993118,78.844,3.055969,3.5,2.8,3.1,94.132727,2.9,3.1,3.4,M,2.7,2.8,3.2,3.5,7.2,1.34
11/1/1992,109204,109949.5764,-745.576393,-0.006781,0.993219,78.982,3.006117,4.4,2.9,3.09,93.7455,3,3,3.3,M,2.6,2.8,3.2,3.4,7.2,1.33
12/1/1992,109415,110088.163,-673.162959,-0.006115,0.993885,79.094,2.837009,3.2,2.8,2.92,93.610909,3.1,3,3.3,M,2.8,2.7,3.2,3.5,7.1,1.33
1/1/1993,109725,110235.4194,-510.4194,-0.00463,0.99537,79.285,2.715413,3.4,2.9,3.02,93.8905,3.1,3,3.3,M,3.2,3.1,3.6,4.2,6.5,1.38
2/1/1993,109967,110391.1909,-424.190885,-0.003843,0.996157,79.404,2.537481,4.5,3.2,3.03,94.425263,3.2,3,3.3,M,3.3,3,3.4,4.2,6.5,1.38
3/1/1993,109916,110555.2871,-639.287139,-0.005783,0.994217,79.542,2.435255,4.9,3.1,3.07,94.695217,3.1,3,3.3,M,3.1,3,3.4,4,6.5,1.38
4/1/1993,110225,110727.4884,-502.488427,-0.004538,0.995462,79.742,2.365884,4,3,2.96,94.885238,3,3.2,3.5,M,3.1,3,3.3,3.8,6.4,1.38
5/1/1993,110490,110907.5306,-417.530621,-0.003765,0.996235,79.979,2.521407,4.3,2.9,3,94.8605,3,3.1,3.5,M,3,3,3.3,3.7,6.5,1.38
6/1/1993,110663,111095.1147,-432.114698,-0.00389,0.99611,80.025,2.487097,4.8,3.5,3.04,94.69,3,3.2,3.5,M,3,3,3.3,3.6,6.6,1.38
7/1/1993,110958,111289.9126,-331.912639,-0.002982,0.997018,80.164,2.260435,4.4,3,3.06,94.807143,2.8,3.3,3.6,M,2.9,3,3.3,3.6,6.6,1.37
8/1/1993,111119,111491.5664,-372.566417,-0.003342,0.996658,80.292,2.329731,4.7,3.2,3.03,95.008636,2.7,3.2,3.5,M,2.8,3,3.3,3.6,6.6,1.36
9/1/1993,111360,111699.695,-339.694955,-0.003041,0.996959,80.394,2.316288,4.7,3,3.09,95.282857,2.7,3,3.3,M,2.7,2.9,3.2,3.5,6.6,1.36
10/1/1993,111637,111913.8913,-276.891305,-0.002474,0.997526,80.51,2.113033,3.9,3.3,2.99,95.280476,2.7,2.9,3.2,M,2.7,2.8,3.1,3.4,6.6,1.35
11/1/1993,111898,112133.7249,-235.724929,-0.002102,0.997898,80.716,2.195437,3.5,2.8,3.02,94.924762,2.7,2.9,3.1,M,2.8,2.6,3,3.4,6.5,1.36
12/1/1993,112206,112358.7461,-152.746058,-0.001359,0.998641,80.765,2.112676,3.7,3,2.96,94.722273,2.8,2.8,3.1,M,2.9,2.6,2.9,3.4,6.5,1.37
1/1/1994,112474,112588.4886,-114.488555,-0.001017,0.998983,80.856,1.981459,3.4,2.8,3.05,94.72619,2.8,2.9,3.1,M,2.7,2.9,3.3,3.8,6.2,1.39
2/1/1994,112675,112822.4757,-147.475677,-0.001307,0.998693,81.037,2.056571,3.7,2.8,3.25,94.429474,2.9,2.9,3.1,M,2.8,2.8,3.2,3.9,6.2,1.42
3/1/1994,113137,113060.2227,76.777273,0.000679,1.000679,81.299,2.208896,4.4,3,3.34,93.768696,2.9,2.9,3.2,M,2.8,2.9,3.3,4.1,6.2,1.43
4/1/1994,113490,113301.2348,188.76523,0.001666,1.001666,81.396,2.074189,4.5,3,3.56,93.109,2.8,2.9,3.2,M,2.9,2.9,3.3,4.3,6.1,1.4
5/1/1994,113821,113545.0222,275.9778,0.002431,1.002431,81.578,1.999275,3.9,3.1,4.01,92.982857,2.7,2.9,3.3,M,2.8,2.9,3.3,4.5,6,1.41
6/1/1994,114136,113791.1085,344.891479,0.003031,1.003031,81.783,2.196813,4,2.7,4.25,93.030455,2.7,3,3.3,M,2.8,2.9,3.3,4.7,6.1,1.39
7/1/1994,114499,114039.0364,459.963597,0.004033,1.004033,82.008,2.300284,4.2,2.9,4.26,92.824,2.6,3.1,3.4,M,2.8,2.9,3.3,4.8,6,1.38
8/1/1994,114799,114288.3725,510.627534,0.004468,1.004468,82.133,2.292881,4.6,3.1,4.47,92.880435,2.7,3.1,3.4,M,2.7,2.9,3.2,5,5.9,1.37
9/1/1994,115153,114538.7153,614.28473,0.005363,1.005363,82.266,2.328532,4.7,3.4,4.73,92.666667,2.6,3.1,3.4,M,2.7,3,3.3,5.1,5.9,1.37
10/1/1994,115360,114789.6988,570.301161,0.004968,1.004968,82.444,2.402186,3.8,3,4.76,92.241905,2.7,3.3,3.5,M,2.7,3,3.4,5.3,5.9,1.36
11/1/1994,115783,115040.9999,742.000147,0.00645,1.00645,82.595,2.327915,4.5,3.2,5.29,91.865238,2.6,3.3,3.6,M,2.7,2.9,3.4,5.6,5.9,1.36
12/1/1994,116057,115292.3346,764.665403,0.006632,1.006632,82.642,2.324026,4,3,5.45,91.812857,2.6,3.3,3.6,M,2.9,2.9,3.4,6,5.7,1.36
1/1/1995,116378,115543.4709,834.529117,0.007223,1.007223,82.873,2.494558,3.7,3,5.53,91.789524,2.3,3.3,3.6,M,2.2,3.2,3.6,6.1,5.7,1.32
2/1/1995,116587,115794.2296,792.770374,0.006846,1.006846,83.024,2.451966,4,3,5.92,92.275263,2.3,3.3,3.6,M,2.2,3.1,3.6,6.2,5.7,1.32
3/1/1995,116809,116044.4897,764.510306,0.006588,1.006588,83.229,2.373953,4.6,3.2,5.98,92.76,2.2,3.2,3.5,M,2.2,3.2,3.6,6.1,5.7,1.32
4/1/1995,116971,116294.185,676.814991,0.00582,1.00582,83.419,2.48538,4.3,3.3,6.05,93.010526,2.3,3.2,3.6,M,2.2,3.1,3.6,6.1,5.7,1.32
5/1/1995,116955,116543.3026,411.697418,0.003533,1.003533,83.557,2.425899,3.9,3,6.01,93.482727,2.4,3.1,3.6,M,2.3,3.1,3.6,6,5.7,1.31
6/1/1995,117186,116791.8764,394.123572,0.003375,1.003375,83.632,2.260861,3.9,2.9,6,93.997727,2.4,3.1,3.5,M,2.3,3,3.5,5.8,5.8,1.32
7/1/1995,117265,117039.9691,225.030851,0.001923,1.001923,83.774,2.153448,3.8,2.9,5.85,93.8185,2.4,2.9,3.4,M,2.3,3,3.5,5.5,5.9,1.31
8/1/1995,117536,117287.6707,248.329281,0.002117,1.002117,83.979,2.247574,3.9,2.9,5.74,93.597391,2.5,2.9,3.3,M,2.4,2.8,3.3,5.4,5.8,1.32
9/1/1995,117781,117535.0867,245.913261,0.002092,1.002092,84.087,2.213551,4,2.8,5.8,93.8755,2.5,2.8,3.2,M,2.4,2.7,3.2,5.4,5.8,1.33
10/1/1995,117928,117782.3401,145.659947,0.001237,1.001237,84.28,2.226966,3.5,2.9,5.76,94.021364,2.6,2.6,3,M,2.5,2.5,3.1,5.4,5.8,1.33
11/1/1995,118076,118029.5706,46.429415,0.000393,1.000393,84.337,2.109087,3.7,2.8,5.8,94.263333,2.6,2.5,3,M,2.6,2.3,2.9,5.3,5.7,1.36
12/1/1995,118207,118276.9284,-69.928372,-0.000591,0.999409,84.465,2.2059,3.2,2.7,5.6,94.4495,2.6,2.4,2.9,M,2.6,2.2,2.9,5.2,5.7,1.36
1/1/1996,118188,118524.5667,-336.566677,-0.00284,0.99716,84.582,2.062192,4,2.8,5.56,94.567273,2.2,2.5,2.9,M,2.2,2.5,3,5.1,5.8,1.34
2/1/1996,118622,118772.6339,-150.633906,-0.001268,0.998732,84.698,2.016284,3.6,2.8,5.22,94.572,2.2,2.4,2.8,M,2.1,2.4,2.9,4.9,5.8,1.34
3/1/1996,118885,119021.2551,-136.255093,-0.001145,0.998855,84.885,1.989691,4.1,2.9,5.31,93.787143,2.2,2.4,2.8,M,2.1,2.4,2.9,4.8,5.9,1.34
4/1/1996,119046,119270.5448,-224.54481,-0.001883,0.998117,84.989,1.882065,4.5,3,5.22,93.428636,2,2.5,2.8,M,2.1,2.4,2.8,4.9,5.8,1.36
5/1/1996,119369,119520.6082,-151.608168,-0.001268,0.998732,85.13,1.882547,4.8,3.1,5.24,93.274545,2,2.5,2.8,M,2.1,2.5,2.9,5,5.8,1.35
6/1/1996,119647,119771.5347,-124.534684,-0.00104,0.99896,85.203,1.878468,4.1,2.9,5.27,93.052,2,2.5,2.9,M,2.1,2.5,3,5.1,5.7,1.35
7/1/1996,119879,120023.4033,-144.403347,-0.001203,0.998797,85.384,1.921837,4.2,3,5.4,93.140909,2.1,2.5,3,M,2.1,2.6,3,5.2,5.6,1.36
8/1/1996,120075,120276.2845,-201.284498,-0.001674,0.998326,85.472,1.777825,4.1,3.1,5.22,93.43,2,2.5,3,M,2.1,2.5,3,5.2,5.6,1.36
9/1/1996,120295,120530.2385,-235.23845,-0.001952,0.998048,85.726,1.949172,4.3,3.2,5.3,93.223,2,2.6,3,M,2.2,2.5,3,5.3,5.6,1.37
10/1/1996,120538,120785.3115,-247.311536,-0.002048,0.997952,85.921,1.947081,4.1,3,5.24,93.58087,2,2.5,3,M,2.2,2.5,3,5.3,5.5,1.38
11/1/1996,120834,121041.5338,-207.533755,-0.001715,0.998285,86.05,2.031137,3.9,3,5.31,93.896,2.1,2.5,3,M,2.2,2.4,3,5.2,5.4,1.39
12/1/1996,121001,121298.9179,-297.917933,-0.002456,0.997544,86.107,1.944,3.9,3,5.29,93.78381,2.2,2.4,2.9,M,2.2,2.4,2.9,5.2,5.4,1.39
1/1/1997,121231,121557.4625,-326.46248,-0.002686,0.997314,86.234,1.953134,4.1,3,5.25,93.448095,2.1,2.5,3,M,2.1,2.5,3,5.1,5.5,1.37
2/1/1997,121532,121817.1451,-285.14512,-0.002341,0.997659,86.434,2.049635,3.8,3,5.19,93.615263,2.1,2.6,3,M,2.0023809524,2.5317073171,3.0238095238,5.1124390244,5.5142857143,1.3644878049
3/1/1997,121844,122077.9209,-233.920905,-0.001916,0.998084,86.649,2.078106,3.5,2.8,5.39,93.2575,2.1,2.5,3,M,2.0522727273,2.5181818182,2.9772727273,5.1942857143,5.5159090909,1.3622093023
4/1/1997,122135,122339.7251,-204.725087,-0.001673,0.998327,86.815,2.148513,3.7,3,5.51,92.990455,2,2.5,2.9,M,2.0326086957,2.4826086957,2.9565217391,5.3468181818,5.4913043478,1.3606444444
5/1/1997,122391,122602.4767,-211.47667,-0.001725,0.998275,86.887,2.063902,3.7,2.9,5.5,93.254286,2,2.4,2.9,M,2,2.4541666667,2.9708333333,5.4136956522,5.3958333333,1.3627608696
6/1/1997,122644,122866.0804,-222.080444,-0.001808,0.998192,87.017,2.129033,3.5,2.8,5.56,93.439048,2,2.4,2.9,M,2.08,2.514,2.928,5.425,5.364,1.3735208333
7/1/1997,122927,123130.4265,-203.426513,-0.001652,0.998348,87.081,1.987492,3.4,2.7,5.52,93.674091,2.1,2.4,2.8,M,2.17,2.426,2.83,5.3720833333,5.218,1.3662857143
8/1/1997,122909,123395.3896,-486.389556,-0.003942,0.996058,87.06,1.857918,3.3,2.7,5.54,93.613333,2.2,2.4,2.8,M,2.2480769231,2.3846153846,2.7865384615,5.3670588235,5.1346153846,1.379627451
9/1/1997,123417,123660.8301,-243.830129,-0.001972,0.998028,87.242,1.768425,3.5,2.8,5.54,93.673333,2.2,2.4,2.8,M,2.398,2.264,2.712,5.3564583333,5.09,1.3855416667
10/1/1997,123756,123926.575,-170.575008,-0.001376,0.998624,87.39,1.70971,3.2,2.8,5.5,93.792174,2.2,2.3,2.7,M,2.4865384615,2.2596153846,2.6230769231,5.3407843137,4.9884615385,1.3914230769
11/1/1997,124059,124192.434,-133.434038,-0.001074,0.998926,87.446,1.622313,3.4,2.9,5.52,93.876316,2.3,2.3,2.7,M,2.5176470588,2.1725490196,2.5254901961,5.2282,4.9666666667,1.4044313725
12/1/1997,124358,124458.2052,-100.205217,-0.000805,0.999195,87.519,1.63982,3.4,2.8,5.5,93.926364,2.2,2.2,2.5,M,2.4576923077,2.0884615385,2.4096153846,5.2260784314,4.9288461538,1.4165
1/1/1998,124628,124723.6773,-95.677278,-0.000767,0.999233,87.659,1.65248,2.8,2.3,5.56,94.282381,2.1,2.1,2.4,M,2.2525,2.285,2.59,5.11525,5.02,1.4293684211
2/1/1998,124817,124988.632,-171.631996,-0.001373,0.998627,87.741,1.512136,2.6,2.4,5.51,94.254211,2.1,2.1,2.4,M,2.165,2.2725,2.5075,5.1135897436,5.03,1.4243947368
3/1/1998,124961,125252.8445,-291.844498,-0.00233,0.99767,87.845,1.380281,2.9,2.5,5.49,94.084091,2.2,2,2.3,M,2.2069767442,2.2558139535,2.5139534884,5.157804878,4.9651162791,1.4195853659
4/1/1998,125238,125516.078,-278.077998,-0.002215,0.997785,88.033,1.402983,2.7,2.4,5.45,94.094762,2.2,2,2.3,M,2.2622222222,2.2488888889,2.5311111111,5.1748837209,4.9173333333,1.4298863636
5/1/1998,125639,125778.0754,-139.075438,-0.001106,0.998894,88.137,1.43865,3.1,2.6,5.49,94.0825,2.3,2,2.3,M,2.2723404255,2.1276595745,2.4425531915,5.1704651163,4.8893617021,1.4328695652
6/1/1998,125851,126038.5605,-187.560451,-0.001488,0.998512,88.042,1.177931,3.2,2.7,5.56,94.189091,2.3,1.9,2.2,M,2.3395833333,2.11875,2.425,5.1910638298,4.75625,1.43975
7/1/1998,125970,126297.247,-327.247012,-0.002591,0.997409,88.29,1.388363,3.1,2.6,5.54,94.225217,2.3,2,2.3,M,2.3392156863,2.1470588235,2.4215686275,5.1660204082,4.6980392157,1.44436
8/1/1998,126322,126553.8361,-231.836071,-0.001832,0.998168,88.472,1.62187,2.7,2.4,5.55,94.326667,2.3,2,2.4,M,2.294,2.024,2.414,5.1529166667,4.686,1.4599591837
9/1/1998,126540,126808.0059,-268.005852,-0.002113,0.997887,88.467,1.40414,2.7,2.3,5.51,94.897955,2.2,1.8,2.3,M,2.2285714286,1.8653061224,2.2959183673,4.9608695652,4.7,1.4829145833
10/1/1998,126733,127059.4185,-326.41848,-0.002569,0.997431,88.654,1.44639,2.6,2.5,5.07,95.2275,2.3,1.8,2.2,M,2.084,1.74,2.182,4.5172340426,4.772,1.4881612245
11/1/1998,127017,127307.7175,-290.717467,-0.002284,0.997716,88.689,1.421449,2.7,2.3,4.83,94.8915,2.2,1.8,2.1,M,2.1,1.6183673469,2.164,4.3008333333,4.822,1.4948520833
12/1/1998,127359,127552.5237,-193.523659,-0.001517,0.998483,88.872,1.54595,2.8,2.5,4.68,94.862727,2.3,1.7,2.2,M,2.2,1.5096153846,2.15,4.2686,4.7961538462,1.5096921569
1/1/1999,127480,127793.4377,-313.437713,-0.002453,0.997547,89.057,1.594816,3,2.7,4.63,94.698889,2,1.9,2.2,M,2.3047619048,1.9523809524,2.380952381,4.3807317073,4.8428571429,1.4741119048
2/1/1999,127890,128030.0468,-140.046845,-0.001094,0.998906,89.076,1.521524,2.8,2.5,4.76,94.46725,1.9,1.8,2.2,M,2.3772727273,1.8159090909,2.2977272727,4.4130952381,4.723255814,1.4858069767
